,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
13,13,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_13.urdf,Beechwood_0_int_task_defrosting_freezer_0_13,Beechwood_0_int,defrosting_freezer,0,13
14,14,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_14.urdf,Beechwood_0_int_task_defrosting_freezer_0_14,Beechwood_0_int,defrosting_freezer,0,14
15,15,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_15.urdf,Beechwood_0_int_task_defrosting_freezer_0_15,Beechwood_0_int,defrosting_freezer,0,15
16,16,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_16.urdf,Beechwood_0_int_task_defrosting_freezer_0_16,Beechwood_0_int,defrosting_freezer,0,16
17,17,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_17.urdf,Beechwood_0_int_task_defrosting_freezer_0_17,Beechwood_0_int,defrosting_freezer,0,17
18,18,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_18.urdf,Beechwood_0_int_task_defrosting_freezer_0_18,Beechwood_0_int,defrosting_freezer,0,18
19,19,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_19.urdf,Beechwood_0_int_task_defrosting_freezer_0_19,Beechwood_0_int,defrosting_freezer,0,19
20,20,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_20.urdf,Beechwood_0_int_task_defrosting_freezer_0_20,Beechwood_0_int,defrosting_freezer,0,20
21,21,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_21.urdf,Beechwood_0_int_task_defrosting_freezer_0_21,Beechwood_0_int,defrosting_freezer,0,21
22,22,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_22.urdf,Beechwood_0_int_task_defrosting_freezer_0_22,Beechwood_0_int,defrosting_freezer,0,22
23,23,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_23.urdf,Beechwood_0_int_task_defrosting_freezer_0_23,Beechwood_0_int,defrosting_freezer,0,23
24,24,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_24.urdf,Beechwood_0_int_task_defrosting_freezer_0_24,Beechwood_0_int,defrosting_freezer,0,24
25,25,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_25.urdf,Beechwood_0_int_task_defrosting_freezer_0_25,Beechwood_0_int,defrosting_freezer,0,25
26,26,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_26.urdf,Beechwood_0_int_task_defrosting_freezer_0_26,Beechwood_0_int,defrosting_freezer,0,26
27,27,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_27.urdf,Beechwood_0_int_task_defrosting_freezer_0_27,Beechwood_0_int,defrosting_freezer,0,27
28,28,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_28.urdf,Beechwood_0_int_task_defrosting_freezer_0_28,Beechwood_0_int,defrosting_freezer,0,28
29,29,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_defrosting_freezer_0_29.urdf,Beechwood_0_int_task_defrosting_freezer_0_29,Beechwood_0_int,defrosting_freezer,0,29
30,30,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_0.urdf,Benevolence_1_int_task_defrosting_freezer_0_0,Benevolence_1_int,defrosting_freezer,0,0
31,31,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_1.urdf,Benevolence_1_int_task_defrosting_freezer_0_1,Benevolence_1_int,defrosting_freezer,0,1
32,32,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_2.urdf,Benevolence_1_int_task_defrosting_freezer_0_2,Benevolence_1_int,defrosting_freezer,0,2
33,33,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_3.urdf,Benevolence_1_int_task_defrosting_freezer_0_3,Benevolence_1_int,defrosting_freezer,0,3
34,34,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_4.urdf,Benevolence_1_int_task_defrosting_freezer_0_4,Benevolence_1_int,defrosting_freezer,0,4
35,35,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_5.urdf,Benevolence_1_int_task_defrosting_freezer_0_5,Benevolence_1_int,defrosting_freezer,0,5
36,36,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_6.urdf,Benevolence_1_int_task_defrosting_freezer_0_6,Benevolence_1_int,defrosting_freezer,0,6
37,37,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_7.urdf,Benevolence_1_int_task_defrosting_freezer_0_7,Benevolence_1_int,defrosting_freezer,0,7
38,38,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_8.urdf,Benevolence_1_int_task_defrosting_freezer_0_8,Benevolence_1_int,defrosting_freezer,0,8
39,39,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_9.urdf,Benevolence_1_int_task_defrosting_freezer_0_9,Benevolence_1_int,defrosting_freezer,0,9
40,40,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_10.urdf,Benevolence_1_int_task_defrosting_freezer_0_10,Benevolence_1_int,defrosting_freezer,0,10
41,41,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_11.urdf,Benevolence_1_int_task_defrosting_freezer_0_11,Benevolence_1_int,defrosting_freezer,0,11
42,42,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_12.urdf,Benevolence_1_int_task_defrosting_freezer_0_12,Benevolence_1_int,defrosting_freezer,0,12
43,43,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_13.urdf,Benevolence_1_int_task_defrosting_freezer_0_13,Benevolence_1_int,defrosting_freezer,0,13
44,44,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_14.urdf,Benevolence_1_int_task_defrosting_freezer_0_14,Benevolence_1_int,defrosting_freezer,0,14
45,45,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_15.urdf,Benevolence_1_int_task_defrosting_freezer_0_15,Benevolence_1_int,defrosting_freezer,0,15
46,46,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_16.urdf,Benevolence_1_int_task_defrosting_freezer_0_16,Benevolence_1_int,defrosting_freezer,0,16
47,47,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_17.urdf,Benevolence_1_int_task_defrosting_freezer_0_17,Benevolence_1_int,defrosting_freezer,0,17
48,48,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_18.urdf,Benevolence_1_int_task_defrosting_freezer_0_18,Benevolence_1_int,defrosting_freezer,0,18
49,49,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_19.urdf,Benevolence_1_int_task_defrosting_freezer_0_19,Benevolence_1_int,defrosting_freezer,0,19
50,50,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_20.urdf,Benevolence_1_int_task_defrosting_freezer_0_20,Benevolence_1_int,defrosting_freezer,0,20
51,51,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_21.urdf,Benevolence_1_int_task_defrosting_freezer_0_21,Benevolence_1_int,defrosting_freezer,0,21
52,52,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_22.urdf,Benevolence_1_int_task_defrosting_freezer_0_22,Benevolence_1_int,defrosting_freezer,0,22
53,53,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_23.urdf,Benevolence_1_int_task_defrosting_freezer_0_23,Benevolence_1_int,defrosting_freezer,0,23
54,54,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_24.urdf,Benevolence_1_int_task_defrosting_freezer_0_24,Benevolence_1_int,defrosting_freezer,0,24
55,55,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_25.urdf,Benevolence_1_int_task_defrosting_freezer_0_25,Benevolence_1_int,defrosting_freezer,0,25
56,56,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_26.urdf,Benevolence_1_int_task_defrosting_freezer_0_26,Benevolence_1_int,defrosting_freezer,0,26
57,57,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_27.urdf,Benevolence_1_int_task_defrosting_freezer_0_27,Benevolence_1_int,defrosting_freezer,0,27
58,58,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_28.urdf,Benevolence_1_int_task_defrosting_freezer_0_28,Benevolence_1_int,defrosting_freezer,0,28
59,59,scenes/Benevolence_1_int/urdf/Benevolence_1_int_task_defrosting_freezer_0_29.urdf,Benevolence_1_int_task_defrosting_freezer_0_29,Benevolence_1_int,defrosting_freezer,0,29
60,60,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_0.urdf,Ihlen_1_int_task_defrosting_freezer_0_0,Ihlen_1_int,defrosting_freezer,0,0
61,61,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_1.urdf,Ihlen_1_int_task_defrosting_freezer_0_1,Ihlen_1_int,defrosting_freezer,0,1
62,62,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_2.urdf,Ihlen_1_int_task_defrosting_freezer_0_2,Ihlen_1_int,defrosting_freezer,0,2
63,63,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_3.urdf,Ihlen_1_int_task_defrosting_freezer_0_3,Ihlen_1_int,defrosting_freezer,0,3
64,64,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_4.urdf,Ihlen_1_int_task_defrosting_freezer_0_4,Ihlen_1_int,defrosting_freezer,0,4
65,65,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_5.urdf,Ihlen_1_int_task_defrosting_freezer_0_5,Ihlen_1_int,defrosting_freezer,0,5
66,66,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_6.urdf,Ihlen_1_int_task_defrosting_freezer_0_6,Ihlen_1_int,defrosting_freezer,0,6
67,67,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_7.urdf,Ihlen_1_int_task_defrosting_freezer_0_7,Ihlen_1_int,defrosting_freezer,0,7
68,68,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_8.urdf,Ihlen_1_int_task_defrosting_freezer_0_8,Ihlen_1_int,defrosting_freezer,0,8
69,69,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_9.urdf,Ihlen_1_int_task_defrosting_freezer_0_9,Ihlen_1_int,defrosting_freezer,0,9
70,70,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_10.urdf,Ihlen_1_int_task_defrosting_freezer_0_10,Ihlen_1_int,defrosting_freezer,0,10
71,71,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_11.urdf,Ihlen_1_int_task_defrosting_freezer_0_11,Ihlen_1_int,defrosting_freezer,0,11
72,72,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_12.urdf,Ihlen_1_int_task_defrosting_freezer_0_12,Ihlen_1_int,defrosting_freezer,0,12
73,73,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_13.urdf,Ihlen_1_int_task_defrosting_freezer_0_13,Ihlen_1_int,defrosting_freezer,0,13
74,74,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_14.urdf,Ihlen_1_int_task_defrosting_freezer_0_14,Ihlen_1_int,defrosting_freezer,0,14
75,75,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_15.urdf,Ihlen_1_int_task_defrosting_freezer_0_15,Ihlen_1_int,defrosting_freezer,0,15
76,76,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_16.urdf,Ihlen_1_int_task_defrosting_freezer_0_16,Ihlen_1_int,defrosting_freezer,0,16
77,77,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_17.urdf,Ihlen_1_int_task_defrosting_freezer_0_17,Ihlen_1_int,defrosting_freezer,0,17
78,78,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_18.urdf,Ihlen_1_int_task_defrosting_freezer_0_18,Ihlen_1_int,defrosting_freezer,0,18
79,79,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_19.urdf,Ihlen_1_int_task_defrosting_freezer_0_19,Ihlen_1_int,defrosting_freezer,0,19
80,80,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_20.urdf,Ihlen_1_int_task_defrosting_freezer_0_20,Ihlen_1_int,defrosting_freezer,0,20
81,81,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_21.urdf,Ihlen_1_int_task_defrosting_freezer_0_21,Ihlen_1_int,defrosting_freezer,0,21
82,82,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_22.urdf,Ihlen_1_int_task_defrosting_freezer_0_22,Ihlen_1_int,defrosting_freezer,0,22
83,83,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_23.urdf,Ihlen_1_int_task_defrosting_freezer_0_23,Ihlen_1_int,defrosting_freezer,0,23
84,84,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_24.urdf,Ihlen_1_int_task_defrosting_freezer_0_24,Ihlen_1_int,defrosting_freezer,0,24
85,85,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_25.urdf,Ihlen_1_int_task_defrosting_freezer_0_25,Ihlen_1_int,defrosting_freezer,0,25
86,86,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_26.urdf,Ihlen_1_int_task_defrosting_freezer_0_26,Ihlen_1_int,defrosting_freezer,0,26
87,87,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_27.urdf,Ihlen_1_int_task_defrosting_freezer_0_27,Ihlen_1_int,defrosting_freezer,0,27
88,88,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_28.urdf,Ihlen_1_int_task_defrosting_freezer_0_28,Ihlen_1_int,defrosting_freezer,0,28
89,89,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_defrosting_freezer_0_29.urdf,Ihlen_1_int_task_defrosting_freezer_0_29,Ihlen_1_int,defrosting_freezer,0,29
90,90,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_0.urdf,Ihlen_1_int_task_putting_leftovers_away_0_0,Ihlen_1_int,putting_leftovers_away,0,0
91,91,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_1.urdf,Ihlen_1_int_task_putting_leftovers_away_0_1,Ihlen_1_int,putting_leftovers_away,0,1
92,92,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_2.urdf,Ihlen_1_int_task_putting_leftovers_away_0_2,Ihlen_1_int,putting_leftovers_away,0,2
93,93,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_3.urdf,Ihlen_1_int_task_putting_leftovers_away_0_3,Ihlen_1_int,putting_leftovers_away,0,3
94,94,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_4.urdf,Ihlen_1_int_task_putting_leftovers_away_0_4,Ihlen_1_int,putting_leftovers_away,0,4
95,95,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_5.urdf,Ihlen_1_int_task_putting_leftovers_away_0_5,Ihlen_1_int,putting_leftovers_away,0,5
96,96,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_6.urdf,Ihlen_1_int_task_putting_leftovers_away_0_6,Ihlen_1_int,putting_leftovers_away,0,6
97,97,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_7.urdf,Ihlen_1_int_task_putting_leftovers_away_0_7,Ihlen_1_int,putting_leftovers_away,0,7
98,98,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_8.urdf,Ihlen_1_int_task_putting_leftovers_away_0_8,Ihlen_1_int,putting_leftovers_away,0,8
99,99,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_9.urdf,Ihlen_1_int_task_putting_leftovers_away_0_9,Ihlen_1_int,putting_leftovers_away,0,9
100,100,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_10.urdf,Ihlen_1_int_task_putting_leftovers_away_0_10,Ihlen_1_int,putting_leftovers_away,0,10
101,101,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_11.urdf,Ihlen_1_int_task_putting_leftovers_away_0_11,Ihlen_1_int,putting_leftovers_away,0,11
102,102,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_12.urdf,Ihlen_1_int_task_putting_leftovers_away_0_12,Ihlen_1_int,putting_leftovers_away,0,12
103,103,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_13.urdf,Ihlen_1_int_task_putting_leftovers_away_0_13,Ihlen_1_int,putting_leftovers_away,0,13
104,104,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_14.urdf,Ihlen_1_int_task_putting_leftovers_away_0_14,Ihlen_1_int,putting_leftovers_away,0,14
105,105,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_15.urdf,Ihlen_1_int_task_putting_leftovers_away_0_15,Ihlen_1_int,putting_leftovers_away,0,15
106,106,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_16.urdf,Ihlen_1_int_task_putting_leftovers_away_0_16,Ihlen_1_int,putting_leftovers_away,0,16
107,107,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_17.urdf,Ihlen_1_int_task_putting_leftovers_away_0_17,Ihlen_1_int,putting_leftovers_away,0,17
108,108,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_18.urdf,Ihlen_1_int_task_putting_leftovers_away_0_18,Ihlen_1_int,putting_leftovers_away,0,18
109,109,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_19.urdf,Ihlen_1_int_task_putting_leftovers_away_0_19,Ihlen_1_int,putting_leftovers_away,0,19
110,110,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_20.urdf,Ihlen_1_int_task_putting_leftovers_away_0_20,Ihlen_1_int,putting_leftovers_away,0,20
111,111,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_21.urdf,Ihlen_1_int_task_putting_leftovers_away_0_21,Ihlen_1_int,putting_leftovers_away,0,21
112,112,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_22.urdf,Ihlen_1_int_task_putting_leftovers_away_0_22,Ihlen_1_int,putting_leftovers_away,0,22
113,113,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_23.urdf,Ihlen_1_int_task_putting_leftovers_away_0_23,Ihlen_1_int,putting_leftovers_away,0,23
114,114,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_24.urdf,Ihlen_1_int_task_putting_leftovers_away_0_24,Ihlen_1_int,putting_leftovers_away,0,24
115,115,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_25.urdf,Ihlen_1_int_task_putting_leftovers_away_0_25,Ihlen_1_int,putting_leftovers_away,0,25
116,116,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_26.urdf,Ihlen_1_int_task_putting_leftovers_away_0_26,Ihlen_1_int,putting_leftovers_away,0,26
117,117,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_27.urdf,Ihlen_1_int_task_putting_leftovers_away_0_27,Ihlen_1_int,putting_leftovers_away,0,27
118,118,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_28.urdf,Ihlen_1_int_task_putting_leftovers_away_0_28,Ihlen_1_int,putting_leftovers_away,0,28
119,119,scenes/Ihlen_1_int/urdf/Ihlen_1_int_task_putting_leftovers_away_0_29.urdf,Ihlen_1_int_task_putting_leftovers_away_0_29,Ihlen_1_int,putting_leftovers_away,0,29
120,120,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_0.urdf,Pomaria_1_int_task_putting_leftovers_away_0_0,Pomaria_1_int,putting_leftovers_away,0,0
121,121,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_1.urdf,Pomaria_1_int_task_putting_leftovers_away_0_1,Pomaria_1_int,putting_leftovers_away,0,1
122,122,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_2.urdf,Pomaria_1_int_task_putting_leftovers_away_0_2,Pomaria_1_int,putting_leftovers_away,0,2
123,123,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_3.urdf,Pomaria_1_int_task_putting_leftovers_away_0_3,Pomaria_1_int,putting_leftovers_away,0,3
124,124,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_4.urdf,Pomaria_1_int_task_putting_leftovers_away_0_4,Pomaria_1_int,putting_leftovers_away,0,4
125,125,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_5.urdf,Pomaria_1_int_task_putting_leftovers_away_0_5,Pomaria_1_int,putting_leftovers_away,0,5
126,126,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_6.urdf,Pomaria_1_int_task_putting_leftovers_away_0_6,Pomaria_1_int,putting_leftovers_away,0,6
127,127,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_7.urdf,Pomaria_1_int_task_putting_leftovers_away_0_7,Pomaria_1_int,putting_leftovers_away,0,7
128,128,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_8.urdf,Pomaria_1_int_task_putting_leftovers_away_0_8,Pomaria_1_int,putting_leftovers_away,0,8
129,129,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_9.urdf,Pomaria_1_int_task_putting_leftovers_away_0_9,Pomaria_1_int,putting_leftovers_away,0,9
130,130,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_10.urdf,Pomaria_1_int_task_putting_leftovers_away_0_10,Pomaria_1_int,putting_leftovers_away,0,10
131,131,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_11.urdf,Pomaria_1_int_task_putting_leftovers_away_0_11,Pomaria_1_int,putting_leftovers_away,0,11
132,132,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_12.urdf,Pomaria_1_int_task_putting_leftovers_away_0_12,Pomaria_1_int,putting_leftovers_away,0,12
133,133,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_13.urdf,Pomaria_1_int_task_putting_leftovers_away_0_13,Pomaria_1_int,putting_leftovers_away,0,13
134,134,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_14.urdf,Pomaria_1_int_task_putting_leftovers_away_0_14,Pomaria_1_int,putting_leftovers_away,0,14
135,135,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_15.urdf,Pomaria_1_int_task_putting_leftovers_away_0_15,Pomaria_1_int,putting_leftovers_away,0,15
136,136,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_16.urdf,Pomaria_1_int_task_putting_leftovers_away_0_16,Pomaria_1_int,putting_leftovers_away,0,16
137,137,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_17.urdf,Pomaria_1_int_task_putting_leftovers_away_0_17,Pomaria_1_int,putting_leftovers_away,0,17
138,138,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_putting_leftovers_away_0_18.urdf,Pomaria_1_int_task_putting_leftovers_away_0_18,Pomaria_1_int,putting_leftovers_away,0,18
